Posted_On,Bedrooms,Rent,Size,Floor,Total_floor,Area_type,Area_locality,City,Furnishing_Status,Tenant_Preferred,Bathroom,Point_of_Contact
2022-07-02,2,283.33,1220,1,6,Super Area,Masab Tank,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-02,3,333.33,1500,2,5,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-06-18,1,150,500,4,4,Super Area,KPHB Road,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-24,2,158.33,850,2,3,Super Area,Dellapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,116.67,1000,2,3,Super Area,"B N Reddy Nagar, Nagarjuna Sagar Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-18,3,283.33,100,1,1,Carpet Area,Masab Tank,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-06-14,2,325,1140,1,5,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-25,2,416.67,1100,2,3,Super Area,Masab Tank,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-06,3,233.33,1400,3,4,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,266.67,1350,3,5,Super Area,"Kukatpally, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-08,2,250,180,1,2,Carpet Area,"Kachiguda, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,216.67,1250,2,6,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,200,1300,2,5,Super Area,Peeramcheru,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-09,2,200,840,2,4,Super Area,Old Nallakunta,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-03,2,125,1200,1,3,Super Area,Dammaiguda,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,216.67,700,3,4,Super Area,"Habsiguda, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-29,4,866.67,2700,11,13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner
2022-07-10,2,366.67,1100,1,12,Carpet Area,"Miyapur, NH 9",Hyderabad,Furnished,Family,2,Contact Agent
2022-04-28,2,300,1000,1,2,Carpet Area,"Uppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-06,2,116.67,1000,1,2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-08,3,275,1600,2,5,Super Area,Attapur,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-24,3,216.67,1550,1,5,Carpet Area,Bandlaguda Jagir,Hyderabad,Unfurnished,Bachelors,3,Contact Owner
2022-06-25,1,100,600,1,4,Super Area,Amberpet,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-06,1,100,500,1,2,Super Area,RTC Cross Road,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-07-10,2,350,1100,4,5,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-07,3,166.67,1000,2,2,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner
2022-05-09,2,200,1000,2,2,Super Area,Kothapet,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,3,500,1800,5,5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-10,2,250,1300,3,5,Carpet Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent
2022-05-12,2,166.67,1100,1,2,Super Area,Kapra,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,150,950,2,3,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-01,2,166.67,1000,2,3,Carpet Area,Rock Town Colony,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-05-20,2,133.33,1200,1,3,Super Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-18,6,1000,2800,1,3,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,7,Contact Owner
2022-06-29,2,133.33,550,2,4,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,141.67,1000,2,16,Carpet Area,Medipally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,125,800,2,4,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-18,2,83.33,600,1,2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-02,3,500,1800,5,5,Carpet Area,"Anand Nagar-Khairatabad, NH 7",Hyderabad,Unfurnished,Family,3,Contact Owner
2022-05-01,1,125,500,1,3,Super Area,"Champapet, Koti",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-12,2,200,1000,2,4,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-10,2,258.33,1100,3,4,Super Area,"Kachiguda, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-04-29,3,433.33,1450,4,7,Super Area,"Lingampally-Serilingampally, NH 2 2",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-05-26,1,133.33,550,2,3,Super Area,"Rasoolpura, Mahatma Gandhi Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-30,2,200,933,2,5,Super Area,Kompally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-02,3,250,1100,1,10,Carpet Area,Prashanth Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-18,2,166.67,1030,3,6,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-05-28,3,333.33,1150,2,4,Carpet Area,"Pragathi Nagar, Moosapet",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-10,2,208.33,850,1,5,Carpet Area,Prem nagar-Erragadda,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-02,2,300,1000,2,3,Super Area,Kondapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-21,3,350,1400,3,4,Carpet Area,"LB Nagar, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-07-10,3,1583.33,2700,23,30,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,3,Contact Agent
2022-05-19,3,433.33,1700,7,14,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-06-02,3,883.33,1742,25,35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,2,Contact Agent
2022-06-14,2,216.67,1000,3,4,Super Area,"Miyapur, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-29,2,200,1440,1,3,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,466.67,1600,1,6,Super Area,Chanda Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,3,950,1838,4,30,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2022-05-24,2,166.67,1200,2,2,Super Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-06,3,357.78,200,1,1,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-23,1,533.33,1050,2,3,Carpet Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors,1,Contact Agent
2022-07-07,1,116.67,400,4,4,Carpet Area,Humayun Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,2,500,1350,5,14,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent
2022-05-17,3,666.67,1960,13,25,Super Area,"Nallagandla, Serilingampally",Hyderabad,Unfurnished,Bachelors,3,Contact Agent
2022-06-08,1,150,800,1,2,Super Area,Nagole,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-02,2,250,1000,2,5,Super Area,Bachupally,Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-06-29,2,300,1100,1,4,Super Area,Begumpet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-29,3,416.67,1480,2,3,Super Area,Nizam Colony,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-06-22,1,141.67,700,1,3,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-13,3,333.33,1500,5,6,Super Area,"Miyapur, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-25,2,200,1000,5,6,Super Area,Upperpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-11,2,208.33,900,1,3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,3,416.67,1250,2,8,Super Area,"Red Hills, Lakdikapul, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,2,166.67,1100,2,2,Super Area,"Chandanagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-12,3,300,1300,3,3,Super Area,"Lakdikapul, NH 9",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-21,3,200,1275,4,5,Carpet Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-14,3,216.67,1265,2,5,Super Area,"Pragathi Nagar, Kukatpally",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-04-29,1,216.67,700,1,3,Carpet Area,Panjagutta Colony,Hyderabad,Unfurnished,Bachelors,1,Contact Owner
2022-05-20,2,416.67,1150,1,5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-03,2,150,850,1,2,Carpet Area,"Srinivasa Colony, Secunderabad",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-06-02,2,166.67,1285,2,4,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,250,2000,1,2,Super Area,Thumukunta,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-07-06,2,333.33,1000,1,1,Super Area,"Bolarum, Medchal Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-22,1,225,700,4,4,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-25,3,350,1100,4,10,Super Area,"Rajendra Nagar, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,166.67,1000,1,3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-18,2,166.67,800,1,5,Super Area,"Chintal, NH 7",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-05,2,166.67,1400,1,1,Super Area,Ammenpur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,2,400,1350,1,5,Carpet Area,Hitech City,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-01,2,216.67,1100,1,4,Super Area,"Hyder Nagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-29,2,133.33,840,2,3,Super Area,"SV Nagar, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-18,2,916.67,1325,6,8,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,5,833.33,3500,2,3,Carpet Area,"Ramanthapur, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,6,Contact Owner
2022-05-10,3,533.33,1250,5,6,Carpet Area,"Chanda Naik Nagar, Madhapur",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,3,366.67,1500,3,6,Super Area,Petbasheerabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-03,2,141.67,1050,1,2,Carpet Area,Hydershakote,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-09,3,200,1200,2,3,Super Area,Toli Chowki,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-31,3,250,1500,4,5,Carpet Area,KBR Laxmi Residency,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-06,1,50,100,1,2,Super Area,New Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-02,3,866.67,1742,23,35,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Family,3,Contact Agent
2022-07-08,2,158.33,650,3,4,Carpet Area,in Kushaiguda,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,766.67,2235,1,10,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent
2022-07-08,2,200,1000,1,3,Super Area,"Gouri Shankar Nagar Colony, Banjara Hills",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,133.33,175,1,3,Super Area,"Old Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-06,2,150,160,1,2,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,166.67,1200,2,3,Super Area,"Jillelguda, Medbowli",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-26,2,650,1283,5,34,Super Area,Gachibowli,Hyderabad,Unfurnished,Bachelors,2,Contact Agent
2022-05-22,1,150,600,1,3,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-07-10,4,2000,3455,12,17,Super Area,Madhapur,Hyderabad,Semi-Furnished,Family,4,Contact Agent
2022-06-29,3,416.67,1500,1,2,Carpet Area,"Ayodhya Nagar, Quthbullapur",Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-07-06,1,233.33,540,1,5,Carpet Area,Kondapur,Hyderabad,Unfurnished,Bachelors,1,Contact Agent
2022-06-30,1,100,500,2,2,Super Area,"Lalaguda, Secunderabad",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-14,2,250,1100,1,4,Super Area,"Dilsukh Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-24,2,133.33,1350,1,2,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-06,1,100,400,2,2,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-08,2,166.67,120,1,2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,583.33,3050,1,2,Super Area,Sainikpuri,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,266.67,400,1,2,Super Area,Old Bowenpally,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-07-02,2,233.33,800,1,4,Super Area,Dr A.S. Rao Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-02,2,166.67,90,1,3,Super Area,Amberpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-25,1,116.67,500,1,4,Super Area,Chanda Nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-16,2,133.33,1150,1,4,Super Area,Kistareddypet,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-04-30,3,366.67,1700,2,3,Super Area,"Vahini nagar, Karkhana, Hyderabad road no 2a",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-02,2,200,1000,3,5,Super Area,Nadeem Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-07-06,3,166.67,1100,1,4,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Agent
2022-06-28,3,250,1360,6,8,Super Area,Badesahebguda,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-29,1,108.33,400,1,2,Super Area,"Kukatpally, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-02,2,416.67,1150,1,4,Super Area,"Banjara Hills, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-25,2,200,700,1,5,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-21,1,150,100,0,4,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-05,2,116.67,800,1,1,Carpet Area,"Boduppal, NH 2 2",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-02,2,333.33,500,1,5,Super Area,East Nehru Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,150,900,1,3,Super Area,"Ramanthapur, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-25,3,500,1500,3,4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-05,3,258.33,1600,1,4,Super Area,Madhura Nagar,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-27,2,175,1300,1,3,Super Area,"LB Nagar, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-15,3,266.67,1305,2,5,Super Area,Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,100,400,1,2,Super Area,Meerpet,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,250,600,1,2,Super Area,"Khaja Guda, Outer Ring Road",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-15,2,350,1130,3,5,Super Area,"Hyder Nagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-07-06,4,6666.67,7000,0,2,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors/Family,6,Contact Agent
2022-07-05,1,150,890,4,5,Carpet Area,Ameenpur,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner
2022-06-14,3,500,1606,9,19,Super Area,Peeramcheru,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,1,108.33,650,1,3,Super Area,"Quthbullapur, NH 7",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-28,2,100,600,3,4,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-07-06,2,750,1350,20,35,Carpet Area,Gachibowli,Hyderabad,Furnished,Bachelors,2,Contact Agent
2022-06-28,2,250,1050,1,4,Super Area,"Venkata Ramana Colony, Nagole",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-22,2,266.67,1600,1,2,Super Area,Old Alwal,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner
2022-05-12,3,366.67,1840,3,6,Super Area,"Miyapur, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,200,1100,5,6,Super Area,Serilingampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,216.67,800,2,3,Super Area,Qutub Shahi Tombs,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,166.67,800,1,3,Super Area,Sainikpuri,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-20,2,250,1100,1,5,Super Area,"Boduppal, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,250,2000,1,1,Super Area,"Bongloor, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,1,150,750,2,5,Super Area,Balanagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,3,333.33,1650,3,5,Super Area,"Pocharam, NH 2 2",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-01,2,108.33,600,2,2,Super Area,"Vanasthalipuram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-06-21,3,750,2352,1,5,Carpet Area,Gachibowli,Hyderabad,Semi-Furnished,Family,4,Contact Owner
2022-07-05,3,700,2671,2,14,Carpet Area,Whitefields,Hyderabad,Semi-Furnished,Family,3,Contact Owner
2022-05-20,2,200,550,1,4,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,400,1700,1,5,Super Area,"Manikonda, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner
2022-05-12,2,266.67,1050,2,2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-07-07,6,333.33,2400,1,1,Super Area,"Mallikarjuna Nagar, Secunderabad",Hyderabad,Unfurnished,Family,4,Contact Owner
2022-07-02,2,250,800,1,2,Super Area,Vijaya Puri Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-16,2,250,1000,2,3,Super Area,"Koti, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,133.33,1100,2,3,Super Area,"Uppal, NH 2 2",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,108.33,160,1,1,Super Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-06-09,2,366.67,1230,5,5,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Family,2,Contact Owner
2022-05-12,1,103.33,500,1,5,Super Area,Ram nagar,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,1,150,300,2,4,Super Area,Begumpet,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner
2022-06-04,2,150,1156,1,2,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner
2022-05-12,2,250,1100,2,4,Super Area,Old Bowenpally,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-14,2,250,1250,3,4,Carpet Area,"Himayath Nagar, NH 7",Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner
2022-06-12,3,250,900,1,,Super Area,"Malakpet, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-16,1,113.33,650,2,3,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,1,83.33,350,2,3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,200,1500,1,3,Super Area,Akhilandeswari Nagar,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,200,100,1,3,Super Area,"Narsingi, Outer Ring Road",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,200,900,2,4,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-06-03,2,300,990,3,3,Super Area,"Somajiguda, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-06-21,3,416.67,1700,5,5,Super Area,Kompally,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-28,2,250,900,3,6,Super Area,"Moosarambagh, NH 9",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner
2022-05-14,3,383.33,1700,2,5,Super Area,Hyderabad,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-20,2,175,1050,1,3,Super Area,Hastinapuram,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-10,3,616.67,1550,3,5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-05-12,2,266.67,1050,1,2,Carpet Area,Suchitra Circle,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,3,416.67,1600,4,5,Super Area,Kondapur,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner
2022-06-29,2,233.33,1250,1,4,Super Area,Ram Bagh Colony,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,166.67,700,3,4,Super Area,Old Nallakunta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,208.33,1100,2,3,Super Area,Bandlaguda Jagir,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner
2022-05-12,2,250,850,3,5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-06-25,3,583.33,1700,2,3,Carpet Area,Jubilee Hills,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner
2022-05-09,3,500,1800,1,5,Carpet Area,Raj Bhawan Road,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner
2022-05-16,1,133.33,520,3,5,Super Area,"New Boiguda, Boiguda",Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
2022-05-12,2,116.67,800,1,1,Super Area,Rampally,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner
2022-05-12,1,91.67,67,1,1,Super Area,Jagadgiri Gutta,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner
